Field Mnemonic,Data License Category,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Field Type,Width
NUM_LT_FD_TICK_WITH_HLDG,Security Master, ,Equity, , , , , , , , ,Integer,0
NUM_MANUFACTURING_FACILITIES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_MEMB_14D_RSI_BETWEEN_30_&_70,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_MACD_BUY_SIGNAL_LST_10D,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_MACD_GT_BASE_LINE_0,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_MACD_SL_SIGNAL_LST_10D,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_PX_ABV_UPPER_BOLL_BAND,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_PX_BLW_LWR_BOLL_BAND,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_PX_GT_100D_MOV_AVG,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_PX_GT_100W_MOV_AVG,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_PX_GT_10D_MOV_AVG,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_PX_GT_10W_MOV_AVG,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_PX_GT_150D_MOV_AVG,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_PX_GT_200D_MOV_AVG,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_PX_GT_20D_MOV_AVG,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_PX_GT_250D_MOV_AVG,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_PX_GT_30W_MOV_AVG,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_PX_GT_50D_MOV_AVG,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_PX_GT_50W_MOV_AVG,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_SIGNAL_GT_BASE_LINE_0,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_WITH_14D_RSI_GT_70,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMB_WITH_14D_RSI_LT_30,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMBERS_WITH_NEW_12W_HIGHS,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMBERS_WITH_NEW_12W_LOWS,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMBERS_WITH_NEW_24W_HIGHS,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMBERS_WITH_NEW_24W_LOWS,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMBERS_WITH_NEW_4W_HIGHS,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMBERS_WITH_NEW_4W_LOWS,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMBERS_WITH_NEW_52W_HIGHS,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMBERS_WITH_NEW_52W_LOWS,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMBERS_WITH_NEW_8W_HIGHS,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MEMBERS_WITH_NEW_8W_LOWS,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_MOD_5_STAR_NCAP_SFTY_R,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUM_NEW_DEVELOPMENTS_OPENED,Security Master, ,Equity,Muni, , , , , , , ,Integer,0
NUM_NEW_INST_BUYERS,Security Master, ,Equity, , , , , , , , ,Integer,0
NUM_NON_ACC_RL_RAIL_TRANS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_NONEXEC_BRD_MEM_3_OR_MOR_BDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_NW_CSTMR_FRST_ACCS_FIN,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUM_OF_0_EMISS_VEHS_SOLD_FLD_SCR,Security Master, ,Equity, , , , ,Corp, , , ,Real,0
NUM_OF_3RD_PRTY_ACCID_FLD_SCR,Security Master, ,Equity, , , , ,Corp, , , ,Real,0
NUM_OF_ACT_PROJ_SUSTAIN_CERT,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUM_OF_ADS_DELIVERED_YOY_PCT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUM_OF_AVI_SAFETY_ACT_FLD_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUM_OF_AVITN_ACCDNTS_FLD_SCR,Security Master, ,Equity, , , , ,Corp, , , ,Real,0
NUM_OF_BLDG_WITH_AN_ENRG_RTG,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_CATALOGS_CIRCULATED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUM_OF_CLIENTS_OVER_100MM,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_COM_PROJ_SUSTAIN_CERT,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUM_OF_COMP_FACS_AUD_FLD_SCR,Security Master, ,Equity, , , , ,Corp, , , ,Real,0
NUM_OF_COMPNY_FACILTS_AUDTD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_COMPNY_FACS_NONCOMPL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_CSR_SUSTAIN_CMTE_MTGS,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUM_OF_DISTRIBUTION_CENTERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_EMPLOYEES,Security Master, ,Equity, ,Pfd, , ,Corp,Index, , ,Integer,0
NUM_OF_FLIGHT_HOURS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUM_OF_FOOD_SAFETY_INSPCTNS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_FOOD_SAFETY_VIOLTNS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_HYBRD_VEHCLS_SOLD_FLD_SCR,Security Master, ,Equity, , , , ,Corp, , , ,Real,0
NUM_OF_INDEP_DIR_ON_CSR_CMTE,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUM_OF_LICENSED_BEDS_RETIREMENT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUM_OF_LOC_REMODEL_EXPAND_RELOC,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_LOCATIONS_BEGINNING,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_LOCATIONS_CLOSED_SOLD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_LOOK_THRU_FUND_TICKER,Security Master, ,Equity, , , , , , , , ,Integer,0
NUM_OF_LT_FD_HLDG_WITH_FIGI,Security Master, ,Equity, , , , , , , , ,Integer,0
NUM_OF_LT_FUND_HLDG,Security Master, ,Equity, , , , , , , , ,Integer,0
NUM_OF_MEMBERS_OF_CMPNSTN_CMTE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_MEMBERS_OF_NOM_CMTE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_MERCHANTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_N_EXEC_DIR_ON_COMP_CMTE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_NEW_MAN_HOME_SALES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_NOMINATION_CMTE_MTG,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_NON_EMP_DIR_HLDG_SHS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_NON_EMP_DIRECTORS_ON_BRD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_NON_EXEC_DIR_ON_AUD_CMTE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_NON_EXEC_DIR_ON_EXEC_CMTE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_NON_EXEC_DIR_ON_NOM_CMTE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_NON_EXEC_MEMB_OF_AUD_CMTE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_NON_EXEC_MEMB_OF_NOM_CMTE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_NON_EXECUTIVE_DIR_ON_BRD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_NONEXEC_DIR_CSR_CMTE,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUM_OF_NONEXEC_DIR_ON_BRD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_NONEXEC_MEMB_OF_COMP_CMTE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_OCCUPIED_MAN_HOME_RENTALS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_PLUG_IN_VEHS_SOLD_FLD_SCR,Security Master, ,Equity, , , , ,Corp, , , ,Real,0
NUM_OF_PPTYS_CVRD_ENRG_DATA,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_PPTYS_CVRD_H2O_DATA,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_PRE_OWNED_MAN_HOME_SALES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_PRESCRIPTIONS_RETAIL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_REC_VILTN_DEFCTS_FLD_SCR,Security Master, ,Equity, , , , ,Corp, , , ,Real,0
NUM_OF_REQ_FOR_USR_INFO_FLD_SCR,Security Master, ,Equity, , , , ,Corp, , , ,Real,0
NUM_OF_SERVCE_DISRPTNS_FLD_SCR,Security Master, ,Equity, , , , ,Corp, , , ,Real,0
NUM_OF_SHIPS_IN_SERVICE_CRUISE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUM_OF_SUBSCRIBERS_END_OF_PERIOD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUM_OF_TRANSPONDERS_UTILIZED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_TV_AND_RADIO_CHANNELS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OF_WEEKLY_ADV_MINUS_DECL,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_OF_WEEKLY_UNCHANGED_MEMBERS,Derived Data, , , , , , , ,Index, , ,Integer,0
NUM_OF_WIND_TURBINES_DELIVERED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_OFAC_SANCTIONED_CONSTITUENTS,Security Master, ,Equity, , , , , ,Index, , ,Integer,0
NUM_ORIG_COMPANIES_CRNCY_TKR,Security Master, , , , , , ,Corp, ,Curncy, ,Integer,0
NUM_OUTLETS_BRANCHES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUM_PART_FINL_LTRCY_PROG,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUM_POS_CHMN_HOL_IN_OTH_FIRMS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_PRD_LST_PRQLFD_MDCNL_PRD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_PREPAY_MEDIAN_CONTRIBUTORS,Derived Data, , , , , , , , , ,Mtge,Integer,0
NUM_PRIOR_YR_CASH_GRANTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_PRIOR_YR_EQTY_GRANTS_AP,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_PROD_3RD_PTY_STBLY_CERTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_PRODS_WITH_ECO_LABLS_FLD_SCR,Security Master, ,Equity, , , , ,Corp, , , ,Real,0
NUM_PROJ_CLMT_CHG_MITGTN_FLD_SCR,Security Master, ,Equity, , , , ,Corp, , , ,Real,0
NUM_PROJ_CLMT_CHG_MITIGATION,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUM_QUOTES_CONSIDER_COMP_CALC,End of Day Pricing, , , , , , ,Corp, , , ,Integer,0
NUM_QUOTES_INC_COMP_CALC,End of Day Pricing, , , , , , ,Corp, , , ,Integer,0
NUM_RECOMMENDED_VIO_DEFECTS,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUM_RED_PAIR_CODES,Security Master, , , ,Pfd, ,Govt,Corp, , , ,Integer,0
NUM_REG_ENF_ACT_RSP_VLTN_GMP,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_SHARE_OFFRD_FINAL_POST_SHOE,Corporate Actions, ,Equity, , , , , , , , ,Real,0
NUM_SHARE_OFFRD_FINAL_PRE_SHOE,Corporate Actions, ,Equity, , , , , , , , ,Real,0
NUM_SHARES_OFFRD_FILING_TERM,Corporate Actions, ,Equity, , , , , , , , ,Real,0
NUM_SIGNIF_ENV_INCIDENTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_SIGNIF_ENVIRONMENTAL_FINES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_STORE_CLS_DUE_COVID_19,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUM_SUBSCRIB_COVID_19_OFFRS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_SUP_COMPL_WSTWTR_STDS,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUM_TENANTS_CBD_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_TENANTS_OFFICE_ALL_PPTYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_TENANTS_OFFICE_PROPERTIES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_TENANTS_RTL_ALL_OFFICE_PPTYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_TENANTS_SUBURBAN_CNSL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_TENANTS_SUBURBAN_TOT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_TENANTS_SUBURBAN_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_TIMES_OPTION_GRANTS_MADE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_TIMES_STK_GRANTS_MADE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_TITLES_CEO_&_ITS_EQUIVALENT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_TOTAL_CARD_ACCOUNTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUM_TRADES,End of Day Pricing, ,Equity, , , ,Govt,Corp, , ,Mtge,Integer,0
NUM_TRADES_CLOSING_AUCTION,End of Day Pricing, ,Equity, , , , ,Corp, , , ,Integer,0
NUM_TRADES_OPENING_AUCTION,End of Day Pricing, ,Equity, , , , ,Corp, , , ,Integer,0
NUM_UK_SANCTIONED_CONSTITUENTS,Security Master, ,Equity, , , , , ,Index, , ,Integer,0
NUM_UNIQ_LT_FD_HLDG_WITH_FIGI,Security Master, ,Equity, , , , , , , , ,Integer,0
NUM_USERS_WHS_INFO_WAS_REQ,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUM_USR_WHS_INFO_REQSTD_FLD_SCR,Security Master, ,Equity, , , , ,Corp, , , ,Real,0
NUM_VILTNS_LABLNG_MRKTNG_REG,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_WARRANTS,Security Master, , , ,Pfd, , ,Corp, , , ,Integer,0
NUM_WEEKS_PD_MATERNITY_LEAVE_US,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUM_WEEKS_PD_PATERNITY_LEAVE_US,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUM_WIND_TURBINES_PROD_ACTUAL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_WIND_TURBINES_SHIPPED_ACTUAL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUM_YEARS_CREDITED_SERVICE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_ACTIVE_LANDFILLS,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUMBER_ACTIVE_MOBILE_CUSTOMERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_AIRWORTHINESS_DIRECTIVES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_AVIATION_ACCIDENTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_BEDS_ADDED_ACQUISITION,Security Master, ,Equity, , , , , , , , ,Real,0
NUMBER_BEDS_ADDED_ORGANIC_GROWTH,Security Master, ,Equity, , , , , , , , ,Real,0
NUMBER_CASES_SILICOSIS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_CRTCL_SUPPLIERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_CUSTOMERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_DATA_ANALYSTS_EMPLOYED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_DATA_BREACHES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_DEBIT_CARDS_OUTSTDG,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_DISCONNECTIONS_NON_PMT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_EMPL_TECHNICAL_SKILLED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_EMPLOYEES_CSR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_EMPLOYEES_SALES_SUPPORT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_EMPLOYEES_TRAINEES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_ENVIRONMENTAL_INCIDENTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_FINES_ANTI_COMPETITION,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_FINES_BRIBERY_AND_CORRUPT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_FINES_DATA_BREACHES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_FINES_PRODUCT_SAFETY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_HOTEL_ROOMS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_HYBRID_VEHICLES_SOLD,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUMBER_HYDROCARBON_SPILLS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_INSTITUTIONAL_PHARMACIES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_LEASES_EXP_IN_CURRENT_YR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_LEASES_EXPIRING_AFTER_10Y,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_LEASES_EXPIRING_IN_10Y,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_LEASES_EXPIRING_IN_1Y,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_LEASES_EXPIRING_IN_2Y,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_LEASES_EXPIRING_IN_3Y,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_LEASES_EXPIRING_IN_4Y,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_LEASES_EXPIRING_IN_5Y,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_LEASES_EXPIRING_IN_6Y,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_LEASES_EXPIRING_IN_7Y,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_LEASES_EXPIRING_IN_8Y,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_LEASES_EXPIRING_IN_9Y,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_LIC_DEALS_GREATER_300K,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_NEW_LEASES_TOTAL_RETAIL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_NEW_POLICIES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_NON_TECHNICAL_DELAYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_NUCLEAR_POWER_UNITS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OCCUPIED_BEDS,Security Master, ,Equity, , , , , , , , ,Real,0
NUMBER_OF_ACTIVE_CLIENTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_ACTIVE_PROJECTS,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUMBER_OF_AGGREGATES_QUARRIES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_AIRPORTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_ASPHALT_PLANTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_ASSET_SECURITIES,Security Master, , , , , , ,Corp, , , ,Integer,0
NUMBER_OF_AVAIL_TRANSPONDERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_BEDS_IN_SERVICE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_BETA_PM_CALC_PTS,Derived Data, ,Equity, , , , , , , , ,Integer,0
NUMBER_OF_BOD_CHANGES_DURING_FY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_BRANDS,Security Master, ,Equity,Muni, , , , , , , ,Integer,0
NUMBER_OF_CELLULAR_SUBSCRIBERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_CEMENT_PLANTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_CENTERS_FACILITIES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_CEOS_IN_CALC,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_CLIENTS_0_TO_5MM,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_CLIENTS_ADDED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_COMMSSND_PROJECTS,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUMBER_OF_COMMUTERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_CONTRACTORS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_CREW_CRUISE_LINE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_DAYCARE_PLACES,Security Master, ,Equity,Muni, , , , , , , ,Integer,0
NUMBER_OF_DIRECTORS_ON_BOARD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_DOORS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_DRIVE_INS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_EXECUTIVES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_FEMALE_EXECUTIVES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_FISH,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_FRANCHISE_LOCATIONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_FRANCHISES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_FUND_HOLDINGS,Security Master, ,Equity, , , , , , , , ,Integer,0
NUMBER_OF_FUND_HOLDNGS_WITH_FIGI,Security Master, ,Equity, , , , , , , , ,Integer,0
NUMBER_OF_HDTV_CHANNELS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_HOMES_CLOSED_DELIVERED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_HOMES_CONTRACTED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_HOMES_IN_BACKLOG,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_HOSPITALS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_IND_CORP_AUDITORS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_INTERMODAL_CONTAINERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_LIC_DEALS_GREATER_1MM,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_LICENSED_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_LOCATIONS_END,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_LOCATIONS_NET_CHANGES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_LOTS_CONTROLLED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_MARKETS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_MEMBERS_OF_AUD_CMTE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_NEW_LISTINGS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_NEW_REGISTERED_USERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_OUTSIDE_CORP_AUDITORS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_PART_TIME_EMPLOYEES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
